1,00057
1,00053
1,00052
1,0005
1,0005
1,00049
1,00047
1,00045
1,00044
1,00043
1,00043
1,00043
1,00042
1,00042
1,00042
1,00042
1,00042
1,00042
1,00042
1,00041
1,00041
1,00041
1,0004
1,0004
1,00039
1,00039
1,00038
1,00038
1,00038
1,00038
1,00038
1,00038
1,00037
1,00037
1,00037
1,00036
1,00036
1,00035
1,00035
1,00035
1,00035
1,00034
1,00034
1,00034
1,00034
1,00034
1,00033
1,00033
1,00033
1,00033
1,00033
1,00031
1,00031
1,00031
1,00031
1,00031
1,00031
1,00031
1,00031
1,00031
1,00031
1,0003
1,0003
1,0003
1,0003
1,0003
1,0003
1,0003
1,0003
1,00029
1,00029
1,00029
1,00029
1,00029
1,00029
1,00029
1,00029
1,00029
1,00029
1,00029
1,00028
1,00028
1,00028
1,00028
1,00028
1,00027
1,00027
1,00027
1,00027
1,00027
1,00027
1,00027
1,00027
1,00027
1,00027
1,00026
1,00026
1,00026
1,00026
1,00026
1,00026
1,00026
1,00026
1,00026
1,00026
1,00026
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00025
1,00024
1,00024
1,00024
1,00024
1,00024
1,00023
1,00023
1,00023
1,00023
1,00023
1,00023
1,00023
1,00023
1,00023
1,00023
1,00023
1,00023
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00022
1,00021
1,00021
1,00021
1,00021
1,00021
1,00021
1,00021
1,0002
1,0002
1,0002
1,0002
1,0002
1,00019
1,00019
1,00019
1,00019
1,00019
1,00019
1,00019
1,00019
1,00019
1,00019
1,00019
1,00019
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00018
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00017
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00016
1,00015
1,00015
1,00015
1,00015
1,00015
1,00015
1,00015
1,00015
1,00015
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00014
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00013
1,00012
1,00012
1,00012
1,00012
1,00012
1,00012
1,00012
1,00012
